"","TaxonKey","TaxonName","CommonName","Gear","GearName","bycatch","destruction","FunctionalGroupDescription","fish_type"
"2865",690682,"Tawera gayi","Gay's little venus",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2866",607120,"Mancopsetta maculata antarctica","Antarctic armless flounder",1400,"gillnets","high","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"2867",600432,"Pseudotolithus senegalensis","Cassava croaker",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"2868",690624,"Pleuroncodes monodon","Squat Lobster",830,"dredges","high","destructive","Lobsters, crabs","demersal"
"2869",590269,"Tresus","Gaper clams",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2870",690067,"Loligo vulgaris","Cape Hope squid",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"2871",608289,"Fistularia corneta","Pacific cornetfish",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"2872",690759,"Pharus legumen","Bean solen",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"2873",607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2874",601659,"Engraulis anchoita","Argentine anchoita",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"2875",612918,"Seriolella brama","Common warehou",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"2876",690671,"Spisula solida","Surf clam",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2877",601327,"Mullus surmuletus","Striped red mullet",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2878",600114,"Sarda orientalis","Striped bonito",1050,"purse seine tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"2879",601953,"Scomberoides tol","Needlescaled queenfish",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2880",614063,"Mullus argentinae","Argentine goatfish",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"2881",601753,"Diplodus sargus sargus","White seabream",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2882",604641,"Dentex congoensis","Congo dentex",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2883",690082,"Choromytilus chorus","Choro mussel",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2884",690089,"Littorina littorea","Common periwinkle",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"2885",590242,"Patella","Limpets",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2886",602557,"Leucoraja erinacea","Little skate",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"2887",600941,"Atrobucca nibe","Longfin kob",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2888",600316,"Microgadus tomcod","Atlantic tomcod",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2889",603979,"Sebastes melanops","Black rockfish",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2890",601917,"Caranx sexfasciatus","Bigeye trevally",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"2891",604887,"Spicara maena","Blotched picarel",921,"beach seines","high","non-destructive","Small demersals (<30 cm)","demersal"
"2892",601206,"Epinephelus mystacinus","Misty grouper",420,"with gorges or hooks","low","non-destructive","Large bathydemersals (>=90 cm)","demersal"
"2893",604791,"Mugil soiuy","So-iuy mullet",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2894",600488,"Hypoptychus dybowskii","Korean sandeel",850,"mid-water trawls","high","non-destructive","Small benthopelagics (<30 cm)","pelagic"
"2895",400383,"Bathydraconidae","Antarctic dragonfishes",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2896",500122,"Trachinus","Weevers",421,"handlines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2897",600152,"Lutjanus guttatus","Spotted rose snapper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2898",690285,"Protothaca staminea","Pacific littleneck clam",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"2899",605066,"Pagrus auriga","Redbanded seabream",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"2900",500477,"Kyphosus","Sea chubs",120,"by diving","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2901",600488,"Hypoptychus dybowskii","Korean sandeel",552,"conical and drum-like traps","high","non-destructive","Small benthopelagics (<30 cm)","demersal"
"2902",602500,"Thalassoma pavo","Ornate wrasse",421,"handlines","low","non-destructive","Small reef assoc. fish (<30 cm)","pelagic"
"2903",690126,"Solen vagina","European razor clam",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2904",601458,"Spratelloides gracilis","Silverstriped round herring",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"2905",600345,"Centropomus undecimalis","Common snook",1410,"set gillnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"2906",690753,"Chaceon affinis","Deep-sea red crab",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"2907",600232,"Coregonus lavaretus","Common whitefish",432,"pilks or jigs","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2908",690622,"Paralithodes platypus","Blue King Crab",553,"box-like traps","high","non-destructive","Lobsters, crabs","demersal"
"2909",690374,"Perna perna","South American rock mussel",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2910",607931,"Crenidens crenidens","Karenteen seabream",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"2911",605066,"Pagrus auriga","Redbanded seabream",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"2912",601923,"Carangoides bajad","Orangespotted trevally",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2913",600411,"Menticirrhus littoralis","Gulf kingcroaker",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"2914",608092,"Parapristipoma octolineatum","African striped grunt",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2915",600341,"Galeoides decadactylus","Lesser African threadfin",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2916",690684,"Eledone cirrhosa","Horned octopus",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"2917",601079,"Megalops atlanticus","Tarpon",400,"Lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"2918",690069,"Jasus lalandii","Cape rock lobster",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"2919",602497,"Diplodus cervinus cervinus","Zebra seabream",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"2920",600342,"Pentanemus quinquarius","Royal threadfin",850,"mid-water trawls","high","non-destructive","Small demersals (<30 cm)","pelagic"
"2921",690651,"Clinocardium nuttallii","Nuttall cockle",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2922",601953,"Scomberoides tol","Needlescaled queenfish",560,"trapping gear","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"2923",690750,"Tonna galea","Helmet ton",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2924",605526,"Acanthopagrus berda","Picnic seabream",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2925",600650,"Centrophorus lusitanicus","Lowfin gulper shark",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"2926",605937,"Mustelus schmitti","Narrownose smooth-hound",840,"bottom trawls","high","destructive","Small to medium sharks (<90 cm)","demersal"
"2927",601206,"Epinephelus mystacinus","Misty grouper",840,"bottom trawls","high","destructive","Large bathydemersals (>=90 cm)","demersal"
"2928",601494,"Herklotsichthys quadrimaculatus","Bluestripe herring",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"2929",600444,"Cheimerius nufar","Santer seabream",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2930",600530,"Scophthalmus aquosus","Windowpane",422,"set lines","high","non-destructive","Small to medium flatfishes (<90 cm)","pelagic"
"2931",601306,"Umbrina cirrosa","Shi drum",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2932",500871,"Belone","Needlefishes",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2933",690392,"Squilla mantis","Spottail mantis squillid",700,"bagnets","low","non-destructive","Shrimps","demersal"
"2934",690675,"Tapes rhomboides","Banded carpet shell",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"2935",600410,"Menticirrhus saxatilis","Northern kingcroaker",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2936",605503,"Rhynchobatus djiddensis","Giant guitarfish",1500,"tangle nets","high","non-destructive","Large rays (>=90 cm)","demersal"
"2937",690692,"Chione stutchburyi","Stutchbury's venus",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2938",600324,"Merluccius gayi gayi","South Pacific hake",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"2939",690322,"Pyura chilensis","Red sea squirt",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2940",602540,"Mustelus henlei","Brown smooth-hound",840,"bottom trawls","high","destructive","Small to medium sharks (<90 cm)","demersal"
"2941",604887,"Spicara maena","Blotched picarel",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"2942",690400,"Paracentrotus lividus","Stony sea urchin",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"2943",601888,"Alectis alexandrinus","African threadfish",922,"boat seines","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2944",601181,"Sphoeroides maculatus","Northern puffer",563,"pound nets","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2945",600700,"Scymnodon ringens","Knifetooth dogfish",420,"with gorges or hooks","low","non-destructive","Small to medium sharks (<90 cm)","pelagic"
"2946",601867,"Lethrinus atlanticus","Atlantic emperor",1420,"driftnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2947",300007,"Lamniformes","Mackerel sharks",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"2948",601852,"Lethrinus xanthochilus","Yellowlip emperor",100,"without gear","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2949",613025,"Sparisoma cretense","Parrotfish",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"2950",690126,"Solen vagina","European razor clam",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2951",605355,"Alosa fallax","Twaite shad",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2952",590252,"Cymbium","Gondolas",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"2953",690694,"Nematopalaemon schmitti","Whitebelly prawn",840,"bottom trawls","high","destructive","Shrimps","demersal"
"2954",690146,"Haliotis gigantea","Giant abalone",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2955",607120,"Mancopsetta maculata antarctica","Antarctic armless flounder",421,"handlines","low","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"2956",690284,"Panopea abrupta","Pacific geoduck",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2957",690009,"Crassostrea virginica","American cupped oyster",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"2958",600080,"Chanos chanos","Milkfish",421,"handlines","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"2959",509289,"Hemiramphus","Halfbeaks",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"2960",600031,"Micromesistius poutassou","Blue whiting",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"2961",601659,"Engraulis anchoita","Argentine anchoita",420,"with gorges or hooks","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"2962",603672,"Tautogolabrus adspersus","Cunner",1540,"trammel nets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2963",600429,"Leiostomus xanthurus","Spot croaker",1020,"purse seines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2964",690671,"Spisula solida","Surf clam",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2965",600058,"Coris julis","Mediterranean rainbow wrasse",840,"bottom trawls","high","destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"2966",608315,"Plectorhinchus pictus","Trout sweetlips",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2967",601888,"Alectis alexandrinus","African threadfish",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2968",690158,"Carcinus maenas","Green crab",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"2969",604538,"Dentex maroccanus","Morocco dentex",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2970",100195,"Marine shells nei","Ex Mollusca",120,"by diving","low","non-destructive",NA,"demersal"
"2971",690423,"Chlamys varia","Variegated scallop",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"2972",601867,"Lethrinus atlanticus","Atlantic emperor",421,"handlines","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2973",690398,"Mactromeris polynyma","Stimpsons surf clam",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"2974",609256,"Amblyraja hyperborea","Arctic skate",840,"bottom trawls","high","destructive","Small to medium rays (<90 cm)","demersal"
"2975",601736,"Liza saliens","Leaping mullet",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"2976",628128,"Grammoplites suppositus","Spotfin flathead",1400,"gillnets","high","non-destructive","Small demersals (<30 cm)","demersal"
"2977",690029,"Ensis directus","Atlantic razor clam",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"2978",690612,"Lithodes aequispinus","Same-spine stone crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"2979",501410,"Salvelinus","Char",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"2980",100044,"King crabs  squat-lobsters","Craylets  squat lobsters",1030,"ring nets","low","non-destructive",NA,"demersal"
"2981",607040,"Gobionotothen acuta","Triangular notothen",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2982",601327,"Mullus surmuletus","Striped red mullet",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"2983",100043,"Homaridae/Palinuridae","Lobsters  spiny-rock lobsters",553,"box-like traps","high","non-destructive",NA,"demersal"
"2984",601773,"Trachinotus ovatus","Derbio",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2985",603539,"Caulolatilus princeps","Ocean whitefish",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2986",690082,"Choromytilus chorus","Choro mussel",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"2987",601205,"Epinephelus flavolimbatus","Yellowedge grouper",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"2988",600447,"Petrus rupestris","Red steenbras",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"2989",690675,"Tapes rhomboides","Banded carpet shell",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"2990",600316,"Microgadus tomcod","Atlantic tomcod",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2991",600977,"Tylosurus crocodilus crocodilus","Hound needlefish",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"2992",501164,"Peprilus","Harvestfishes",840,"bottom trawls","high","destructive","Small benthopelagics (<30 cm)","demersal"
"2993",600452,"Stenotomus chrysops","Scup",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"2994",615483,"Himantura gerrardi","Sharpnose stingray",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"2995",500871,"Belone","Needlefishes",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"2996",500116,"Coryphaena","Coryphaena",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"2997",605002,"Polydactylus quadrifilis","Giant African threadfin",921,"beach seines","high","non-destructive","Large demersals (>=90 cm)","demersal"
"2998",690077,"Heterocarpus reedi","Chilean nylon shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"2999",600342,"Pentanemus quinquarius","Royal threadfin",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"3000",605038,"Trigla lyra","Piper gurnard",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"3001",690595,"Loligo forbesii","Veined Squid",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"3002",601888,"Alectis alexandrinus","African threadfish",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"3003",600972,"Ablennes hians","Flat needlefish",1020,"purse seines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"3004",607354,"Epinephelus multinotatus","White-blotched grouper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3005",690665,"Upogebia pugettensis","Blue mud shrimp",1030,"ring nets","low","non-destructive","Lobsters, crabs","demersal"
"3006",607052,"Patagonotothen brevicauda brevicauda","Patagonian rockcod",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"3007",400062,"Congridae","Conger and garden eels",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"3008",600890,"Pagellus bogaraveo","Blackspot seabream",900,"seine nets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"3009",600228,"Albula vulpes","Bonefish",900,"seine nets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3010",608173,"Girella tricuspidata","Luderick",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"3011",607120,"Mancopsetta maculata antarctica","Antarctic armless flounder",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"3012",501096,"Molva","Lings",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"3013",605003,"Pomadasys incisus","Bastard grunt",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3014",602497,"Diplodus cervinus cervinus","Zebra seabream",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"3015",600464,"Parapercis colias","Blue cod",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"3016",690440,"Litopenaeus vannamei","Whiteleg shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"3017",601191,"Sciaenops ocellatus","Red drum",900,"seine nets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"3018",502790,"Menticirrhus","Kingcroakers",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3019",600485,"Genypterus capensis","Kingklip",1400,"gillnets","high","non-destructive","Large bathydemersals (>=90 cm)","demersal"
"3020",501410,"Salvelinus","Char",420,"with gorges or hooks","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"3021",690677,"Semele solida","Chilean semele",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"3022",602497,"Diplodus cervinus cervinus","Zebra seabream",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"3023",501410,"Salvelinus","Char",850,"mid-water trawls","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"3024",600646,"Aphanopus carbo","Black scabbardfish",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"3025",501164,"Peprilus","Harvestfishes",420,"with gorges or hooks","low","non-destructive","Small benthopelagics (<30 cm)","pelagic"
"3026",605002,"Polydactylus quadrifilis","Giant African threadfin",900,"seine nets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"3027",690167,"Microcosmus sulcatus","Grooved sea squirt",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"3028",500504,"Centropomus","Snooks",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"3029",600230,"Alepocephalus bairdii","Bairds smooth-head",420,"with gorges or hooks","low","non-destructive","Large bathydemersals (>=90 cm)","demersal"
"3030",690694,"Nematopalaemon schmitti","Whitebelly prawn",551,"pots","high","non-destructive","Shrimps","demersal"
"3031",690680,"Palaemon longirostris","Delta prawn",840,"bottom trawls","high","destructive","Shrimps","demersal"
"3032",600004,"Engraulis ringens","Anchoveta",900,"seine nets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"3033",600385,"Chloroscombrus chrysurus","Atlantic bumper",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"3034",502724,"Oncorhynchus","Pacific salmon",1420,"driftnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"3035",590070,"Lithodes","Lithodes",1400,"gillnets","high","non-destructive","Lobsters, crabs","demersal"
"3036",628143,"Peprilus paru","American harvestfish",840,"bottom trawls","high","destructive","Small benthopelagics (<30 cm)","demersal"
"3037",607055,"Trematomus hansoni","Striped rockcod",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"3038",600753,"Isurus paucus","Longfin mako",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"3039",590075,"Portunus","Swims crabs",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"3040",601212,"Mycteroperca microlepis","Gag",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"3041",603672,"Tautogolabrus adspersus","Cunner",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3042",601209,"Mycteroperca bonaci","Black grouper",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"3043",600530,"Scophthalmus aquosus","Windowpane",1400,"gillnets","high","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"3044",600736,"Squatina squatina","Angelshark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"3045",590252,"Cymbium","Gondolas",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"3046",600648,"Centrophorus granulosus","Gulper shark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"3047",605355,"Alosa fallax","Twaite shad",922,"boat seines","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"3048",502790,"Menticirrhus","Kingcroakers",563,"pound nets","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3049",601933,"Caranx crysos","Blue runner",424,"troll lines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"3050",602561,"Dipturus laevis","Barndoor skate",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"3051",601937,"Chloroscombrus orqueta","Pacific bumper",850,"mid-water trawls","high","non-destructive","Small demersals (<30 cm)","pelagic"
"3052",600355,"Morone americana","White perch",1020,"purse seines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3053",600045,"Atherina presbyter","Sand smelt",1010,"lampara-like nets","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"3054",604538,"Dentex maroccanus","Morocco dentex",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3055",601203,"Diplectrum formosum","Sand seabass",420,"with gorges or hooks","low","non-destructive","Small demersals (<30 cm)","demersal"
"3056",690759,"Pharus legumen","Bean solen",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"3057",600379,"Selene dorsalis","African moonfish",420,"with gorges or hooks","low","non-destructive","Small demersals (<30 cm)","demersal"
"3058",690598,"Scyllarides latus","Mediterranean slipper lobster",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"3059",600206,"Pristipomoides macrophthalmus","Cardinal snapper",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"3060",601852,"Lethrinus xanthochilus","Yellowlip emperor",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3061",604538,"Dentex maroccanus","Morocco dentex",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"3062",601729,"Muraena helena","Mediterranean moray",921,"beach seines","high","non-destructive","Large reef assoc. fish (>=90 cm)","demersal"
"3063",600058,"Coris julis","Mediterranean rainbow wrasse",850,"mid-water trawls","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3064",602500,"Thalassoma pavo","Ornate wrasse",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"3065",600447,"Petrus rupestris","Red steenbras",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"3066",601729,"Muraena helena","Mediterranean moray",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"3067",600379,"Selene dorsalis","African moonfish",421,"handlines","low","non-destructive","Small demersals (<30 cm)","demersal"
"3068",300007,"Lamniformes","Mackerel sharks",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"3069",601484,"Opisthonema libertate","Pacific thread herring",420,"with gorges or hooks","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"3070",690433,"Litopenaeus occidentalis","Western white shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"3071",604464,"Gnathanodon speciosus","Golden trevally",921,"beach seines","high","non-destructive","Large reef assoc. fish (>=90 cm)","demersal"
"3072",604796,"Sarda chiliensis lineolata","Pacific bonito",424,"troll lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"3073",690759,"Pharus legumen","Bean solen",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"3074",606531,"Acanthopagrus schlegelii schlegelii","Black porgy",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"3075",601692,"Anthias anthias","Swallowtail seaperch",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"3076",601766,"Spicara smaris","Picarel",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"3077",607046,"Lepidonotothen mizops","Toad notothen",850,"mid-water trawls","high","non-destructive","Small benthopelagics (<30 cm)","pelagic"
"3078",400183,"Gadidae","Cods and haddocks",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"3079",601867,"Lethrinus atlanticus","Atlantic emperor",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"3080",509289,"Hemiramphus","Halfbeaks",421,"handlines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"3081",610190,"Schedophilus pemarco","Pemarco blackfish",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"3082",601659,"Engraulis anchoita","Argentine anchoita",900,"seine nets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"3083",590244,"Scyllarides","Scyllarides",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
