,,,,,,,,,,,,,,,,,,,,,,,SANITATION,Year,,,,,NATIONAL,,,,,,,RURAL,,,,,,,URBAN,,,,,,,,,,,,,,,
United Arab Emirates,ARE,2009,    7 705,84,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2009,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2010,    8 329,84,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2010,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2011,    8 735,84,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2011,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2012,    8 953,85,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2012,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2013,    9 040,85,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2013,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2014,    9 086,85,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2014,,93,6,0,87,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Arab Emirates,ARE,2015,    9 157,86,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United Arab Emirates,2015,,93,6,0,88,2,10,88,81,18,0,63,6,31,63,95,4,0,92,1,6,93,,,,,,,,,,,,
United Kingdom,GBR,2000,   58 867,79,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2000,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2001,   59 080,79,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2001,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2002,   59 301,79,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2002,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2003,   59 548,79,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2003,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2004,   59 846,80,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2004,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2005,   60 210,80,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2005,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2006,   60 649,80,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2006,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2007,   61 152,80,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2007,,97,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2008,   61 690,81,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2008,,98,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2009,   62 221,81,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2009,,98,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2010,   62 717,81,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2010,,98,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2011,   63 165,82,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2011,,98,2,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2012,   63 574,82,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2012,,98,1,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2013,   63 956,82,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2013,,98,1,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2014,   64 331,82,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2014,,98,1,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Kingdom,GBR,2015,   64 716,83,99,1,0,0,0.00,0.00,99,0,0,0,0.00,0.00,99,1,0,0,0.00,0.00,United Kingdom,2015,,98,1,0,96,3,-,96,92,8,0,84,0,16,84,99,0,0,99,0,-,99,,,,,,,,,,,,
United Republic of Tanzania,TZA,2000,   33 992,22,7,3,81,10,1.13,0.11,5,1,82,12,0.81,0.27,12,10,76,2,1.71,-0.05,United Republic of Tanzania,2000,,-,-,-,1,3,1,2,-,-,-,0,4,0,0,-,-,-,4,2,4,6,,,,,,,,,,,,
United Republic of Tanzania,TZA,2001,   34 899,23,8,4,79,10,1.13,0.11,6,1,81,12,0.81,0.27,13,12,72,2,1.71,-0.05,United Republic of Tanzania,2001,,-,-,-,1,4,1,2,-,-,-,0,5,0,0,-,-,-,4,4,4,6,,,,,,,,,,,,
United Republic of Tanzania,TZA,2002,   35 855,23,9,4,77,10,1.13,0.11,7,2,80,12,0.81,0.27,15,14,69,2,1.71,-0.05,United Republic of Tanzania,2002,,-,-,-,1,6,1,2,-,-,-,0,6,0,0,-,-,-,4,6,4,5,,,,,,,,,,,,
United Republic of Tanzania,TZA,2003,   36 866,24,10,5,75,10,1.13,0.11,8,2,78,12,0.81,0.27,17,15,66,2,1.71,-0.05,United Republic of Tanzania,2003,,-,-,-,1,7,1,2,-,-,-,0,7,0,0,-,-,-,4,8,4,5,,,,,,,,,,,,
United Republic of Tanzania,TZA,2004,   37 935,24,11,5,74,10,1.13,0.11,8,2,77,13,0.81,0.27,18,17,63,2,1.71,-0.05,United Republic of Tanzania,2004,,-,-,-,1,8,1,2,-,-,-,0,8,0,0,-,-,-,4,10,4,5,,,,,,,,,,,,
United Republic of Tanzania,TZA,2005,   39 066,25,12,6,72,10,1.13,0.11,9,2,76,13,0.81,0.27,20,18,59,2,1.71,-0.05,United Republic of Tanzania,2005,,-,-,-,1,9,1,2,-,-,-,0,9,0,0,-,-,-,3,12,4,4,,,,,,,,,,,,
United Republic of Tanzania,TZA,2006,   40 261,25,13,7,70,10,1.13,0.11,10,2,75,13,0.81,0.27,22,20,56,2,1.71,-0.05,United Republic of Tanzania,2006,,-,-,-,1,10,1,2,-,-,-,0,9,0,0,-,-,-,3,14,4,4,,,,,,,,,,,,
United Republic of Tanzania,TZA,2007,   41 522,26,14,7,68,11,1.13,0.11,11,2,73,14,0.81,0.27,24,21,53,2,1.71,-0.05,United Republic of Tanzania,2007,,-,-,-,1,11,1,1,-,-,-,0,10,0,0,-,-,-,3,16,4,4,,,,,,,,,,,,
United Republic of Tanzania,TZA,2008,   42 845,27,15,8,66,11,1.13,0.11,12,3,72,14,0.81,0.27,25,23,50,2,1.71,-0.05,United Republic of Tanzania,2008,,-,-,-,1,13,1,1,-,-,-,0,11,0,0,-,-,-,3,18,4,3,,,,,,,,,,,,
United Republic of Tanzania,TZA,2009,   44 222,27,16,9,64,11,1.13,0.11,12,3,71,14,0.81,0.27,27,24,47,2,1.71,-0.05,United Republic of Tanzania,2009,,-,-,-,1,14,1,1,-,-,-,0,12,0,0,-,-,-,2,20,4,3,,,,,,,,,,,,
United Republic of Tanzania,TZA,2010,   45 649,28,18,9,62,11,1.13,0.11,13,3,70,14,0.81,0.27,29,26,43,2,1.71,-0.05,United Republic of Tanzania,2010,,-,-,-,1,15,1,1,-,-,-,0,13,0,0,-,-,-,2,22,4,3,,,,,,,,,,,,
United Republic of Tanzania,TZA,2011,   47 123,29,19,10,60,11,1.13,0.11,14,3,68,15,0.81,0.27,30,27,40,2,1.71,-0.05,United Republic of Tanzania,2011,,-,-,-,1,16,2,1,-,-,-,0,13,0,0,-,-,-,2,24,4,2,,,,,,,,,,,,
United Republic of Tanzania,TZA,2012,   48 646,29,20,11,58,11,1.13,0.11,15,3,67,15,0.81,0.27,32,29,37,2,1.71,-0.05,United Republic of Tanzania,2012,,-,-,-,1,17,2,1,-,-,-,0,14,0,0,-,-,-,2,26,4,2,,,,,,,,,,,,
United Republic of Tanzania,TZA,2013,   50 213,30,21,12,56,11,1.13,0.11,16,4,66,15,0.81,0.27,34,31,34,2,1.71,-0.05,United Republic of Tanzania,2013,,-,-,-,1,19,2,1,-,-,-,0,15,0,0,-,-,-,1,28,4,2,,,,,,,,,,,,
United Republic of Tanzania,TZA,2014,   51 823,31,22,13,54,11,1.13,0.11,16,4,64,15,0.81,0.27,35,32,31,2,1.71,-0.05,United Republic of Tanzania,2014,,-,-,-,1,20,2,1,-,-,-,0,16,0,0,-,-,-,1,30,4,2,,,,,,,,,,,,
United Republic of Tanzania,TZA,2015,   53 470,32,24,13,52,11,1.13,0.11,17,4,63,16,0.81,0.27,37,34,27,2,1.71,-0.05,United Republic of Tanzania,2015,,-,-,-,0,21,2,1,-,-,-,0,17,0,0,-,-,-,1,32,4,1,,,,,,,,,,,,
United States Virgin Islands,VIR,2000,      109,93,96,0,4,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2000,,-,-,-,-,0,45,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2001,      109,93,96,0,4,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2001,,-,-,-,-,0,45,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2002,      108,93,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2002,,-,-,-,-,0,46,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2003,      108,93,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2003,,-,-,-,-,0,46,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2004,      108,93,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2004,,-,-,-,-,0,46,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2005,      108,94,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2005,,-,-,-,-,0,47,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2006,      107,94,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2006,,-,-,-,-,0,47,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2007,      107,94,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2007,,-,-,-,-,0,47,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2008,      107,94,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2008,,-,-,-,-,0,48,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2009,      107,94,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2009,,-,-,-,-,0,48,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2010,      106,95,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2010,,-,-,-,-,0,49,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2011,      106,95,97,0,3,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2011,,-,-,-,-,0,49,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2012,      106,95,98,0,2,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2012,,-,-,-,-,0,49,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2013,      106,95,98,0,2,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2013,,-,-,-,-,0,49,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2014,      106,95,98,0,2,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2014,,-,-,-,-,0,49,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States Virgin Islands,VIR,2015,      106,95,98,0,2,0,0.08,0.00,-,-,-,-,-,-,-,-,-,-,-,-,United States Virgin Islands,2015,,-,-,-,-,0,49,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
United States of America,USA,2000,  282 896,79,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2000,,89,10,0,79,0,20,80,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2001,  285 796,79,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2001,,89,10,0,79,0,19,80,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2002,  288 471,79,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2002,,89,10,0,79,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2003,  291 005,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2003,,89,10,0,80,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2004,  293 531,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2004,,89,10,0,80,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2005,  296 140,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2005,,89,10,0,80,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2006,  298 861,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2006,,89,9,0,80,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2007,  301 656,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2007,,89,9,0,80,0,19,81,-,-,-,31,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2008,  304 473,80,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2008,,89,9,0,80,0,19,81,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2009,  307 232,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2009,,89,9,0,80,0,19,81,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2010,  309 876,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2010,,89,9,0,80,0,19,81,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2011,  312 390,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2011,,89,9,0,80,0,18,82,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2012,  314 799,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2012,,89,9,0,80,-,18,82,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2013,  317 136,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2013,,89,9,0,80,0,18,82,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2014,  319 449,81,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2014,,89,9,0,80,0,18,82,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
United States of America,USA,2015,  321 774,82,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,United States of America,2015,,89,9,0,81,0,18,82,-,-,-,30,0,69,31,95,3,0,92,0,7,93,,,,,,,,,,,,
Uruguay,URY,2000,    3 321,92,94,3,1,2,0.10,-0.07,85,2,8,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2000,,62,20,0,41,-,41,54,-,-,-,0,0,85,0,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2001,    3 327,92,94,3,1,2,0.10,-0.07,85,2,8,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2001,,62,20,0,41,-,40,54,-,-,-,0,0,85,0,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2002,    3 328,93,94,3,1,2,0.10,-0.07,85,2,8,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2002,,62,20,0,42,0,40,54,-,-,-,0,0,85,0,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2003,    3 326,93,94,3,1,2,0.10,-0.07,85,2,8,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2003,,62,20,0,42,0,40,54,-,-,-,0,0,85,0,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2004,    3 324,93,94,3,1,2,0.10,-0.07,85,2,8,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2004,,62,20,0,42,-,40,54,-,-,-,0,0,85,0,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2005,    3 326,93,94,3,1,1,0.10,-0.07,86,2,7,5,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2005,,62,20,0,42,-,40,55,-,-,-,0,0,85,1,63,18,0,45,0,37,58,,,,,,,,,,,,
Uruguay,URY,2006,    3 331,94,95,3,1,1,0.10,-0.07,87,2,7,4,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2006,,62,20,0,42,0,40,55,-,-,-,1,0,86,1,63,18,0,45,0,36,59,,,,,,,,,,,,
Uruguay,URY,2007,    3 340,94,95,3,1,1,0.10,-0.07,88,2,6,4,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2007,,62,20,0,43,0,39,55,-,-,-,1,0,87,1,63,18,0,45,0,36,59,,,,,,,,,,,,
Uruguay,URY,2008,    3 351,94,95,3,1,1,0.10,-0.07,89,2,6,4,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2008,,62,19,0,43,0,39,56,-,-,-,1,0,87,1,64,18,0,46,0,36,59,,,,,,,,,,,,
Uruguay,URY,2009,    3 363,94,95,3,1,1,0.10,-0.07,90,2,5,3,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2009,,63,19,0,43,0,39,56,-,-,-,1,0,87,2,64,18,0,46,0,36,60,,,,,,,,,,,,
Uruguay,URY,2010,    3 374,94,95,3,1,1,0.10,-0.07,90,2,5,3,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2010,,63,19,0,44,0,38,57,-,-,-,2,1,87,2,64,18,0,46,0,35,60,,,,,,,,,,,,
Uruguay,URY,2011,    3 386,95,95,3,1,1,0.10,-0.07,91,2,4,2,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2011,,63,19,0,44,1,37,57,-,-,-,2,3,87,2,64,18,0,46,1,35,60,,,,,,,,,,,,
Uruguay,URY,2012,    3 397,95,95,3,1,1,0.10,-0.07,92,2,4,2,0.65,-0.31,95,3,1,1,0.05,-0.05,Uruguay,2012,,63,19,0,44,1,37,57,-,-,-,2,4,86,3,64,18,0,46,1,34,60,,,,,,,,,,,,
Uruguay,URY,2013,    3 408,95,95,3,1,1,0.10,-0.07,93,2,3,1,0.65,-0.31,96,3,1,1,0.05,-0.05,Uruguay,2013,,63,19,0,44,1,36,58,-,-,-,2,5,86,3,64,17,0,47,1,34,61,,,,,,,,,,,,
Uruguay,URY,2014,    3 420,95,96,3,1,1,0.10,-0.07,94,2,3,1,0.65,-0.31,96,3,1,1,0.05,-0.05,Uruguay,2014,,63,19,0,45,2,36,58,-,-,-,2,6,85,3,64,17,0,47,2,33,61,,,,,,,,,,,,
Uruguay,URY,2015,    3 432,95,96,3,1,1,0.10,-0.07,95,2,2,1,0.65,-0.31,96,3,1,1,0.05,-0.05,Uruguay,2015,,64,19,0,45,2,35,58,-,-,-,3,7,85,3,64,17,0,47,2,33,61,,,,,,,,,,,,
Uzbekistan,UZB,2000,   24 518,37,89,0,11,0,0.71,0.00,85,0,15,0,1.01,-0.01,97,0,3,0,0.21,0.00,Uzbekistan,2000,,-,-,-,-,78,0,11,-,-,-,-,85,0,0,-,-,-,-,67,1,29,,,,,,,,,,,,
Uzbekistan,UZB,2001,   24 815,37,91,0,9,0,0.71,0.00,87,0,13,0,1.01,-0.01,97,0,3,0,0.21,0.00,Uzbekistan,2001,,-,-,-,-,79,0,12,-,-,-,-,87,0,0,-,-,-,-,66,1,31,,,,,,,,,,,,
Uzbekistan,UZB,2002,   25 089,37,93,0,7,0,0.71,0.00,90,0,10,0,1.01,-0.01,98,0,2,0,0.21,0.00,Uzbekistan,2002,,-,-,-,-,80,0,12,-,-,-,-,89,0,0,-,-,-,-,64,1,33,,,,,,,,,,,,
Uzbekistan,UZB,2003,   25 354,37,94,0,5,0,0.71,0.00,92,0,8,0,1.01,-0.01,98,0,2,0,0.21,0.00,Uzbekistan,2003,,-,-,-,-,81,0,13,-,-,-,-,92,0,0,-,-,-,-,63,1,35,,,,,,,,,,,,
Uzbekistan,UZB,2004,   25 627,37,96,0,4,0,0.71,0.00,95,0,5,0,1.01,-0.01,99,0,1,0,0.21,0.00,Uzbekistan,2004,,-,-,-,-,82,0,14,-,-,-,-,94,0,0,-,-,-,-,61,1,37,,,,,,,,,,,,
Uzbekistan,UZB,2005,   25 922,37,98,0,2,0,0.71,0.00,97,0,3,0,1.01,-0.01,99,0,1,0,0.21,0.00,Uzbekistan,2005,,-,-,-,-,83,0,14,-,-,-,-,97,0,0,-,-,-,-,60,1,39,,,,,,,,,,,,
Uzbekistan,UZB,2006,   26 243,37,100,0,0,0,0.71,0.00,99,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2006,,-,-,-,-,84,0,15,-,-,-,-,99,0,0,-,-,-,-,58,1,41,,,,,,,,,,,,
Uzbekistan,UZB,2007,   26 587,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2007,,-,-,-,-,84,0,16,-,-,-,-,100,0,0,-,-,-,-,57,1,43,,,,,,,,,,,,
Uzbekistan,UZB,2008,   26 953,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2008,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2009,   27 338,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2009,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2010,   27 740,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2010,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2011,   28 158,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2011,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2012,   28 592,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2012,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2013,   29 033,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2013,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2014,   29 470,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2014,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
Uzbekistan,UZB,2015,   29 893,36,100,0,0,0,0.71,0.00,100,0,0,0,1.01,-0.01,100,0,0,0,0.21,0.00,Uzbekistan,2015,,-,-,-,-,83,0,16,-,-,-,-,100,0,0,-,-,-,-,55,1,45,,,,,,,,,,,,
